8	0	87	2.0	0
2	2	467	2.0	0
2096	7	1611	2.0	1
5290	11	2555	2.0	0
1669	8	2688	2.0	1
22	12	6	2.0	0
29	6	81	2.0	0
103	3	3766	2.0	0
230	22	1218	2.0	0
5824	2	15	2.0	0
805	2	2	2.0	0
104	11	1396	2.0	0
499	12	43	2.0	0
7	0	5	2.0	0
577	0	698	2.0	0
362	14	61	2.0	0
331	0	9	2.0	0
10	12	0	2.0	0
4089	0	56	2.0	0
2	8	9	2.0	1
584	0	9	2.0	0
143	0	20	2.0	0
2715	1	606	2.0	0
43	5	57	2.0	0
6	12	22	2.0	0
206	9	1555	2.0	1
1073	0	2731	2.0	0
307	10	2	2.0	0
51	1	247	2.0	0
1004	6	3827	2.0	0
10	8	27	2.0	1
21	5	212	2.0	0
950	0	18	2.0	0
242	25	628	2.0	0
362	6	122	2.0	0
295	0	220	2.0	0
3386	32	28	2.0	1
100	14	536	2.0	0
251	19	76	2.0	1
40	8	33	2.0	1
708	23	9	2.0	1
1417	33	78	2.0	1
21	3	22	2.0	0
197	8	309	2.0	1
197	0	9	2.0	0
606	1	2715	2.0	0
308	0	512	2.0	0
106	6	2	2.0	0
189	2	234	2.0	0
510	9	42	2.0	1
503	0	11	2.0	0
138	11	64	2.0	0
229	6	325	2.0	0
229	30	325	2.0	0
3	2	524	2.0	0
63	5	6	2.0	0
7	8	630	2.0	1
2172	24	43	2.0	0
9	0	591	2.0	0
230	2	1218	2.0	0
141	0	11	2.0	0
51	0	115	2.0	0
149	0	86	2.0	0
1019	6	482	2.0	0
212	4	21	2.0	1
6	3	22	2.0	0
103	7	64	2.0	1
8	11	87	2.0	0
3007	0	120	2.0	0
9	15	959	2.0	0
1136	7	261	2.0	1
197	9	309	2.0	1
22	8	1	2.0	1
76	19	251	2.0	1
308	18	32	2.0	1
323	0	56	2.0	0
1998	9	389	2.0	1
182	4	43	2.0	1
115	0	36	2.0	0
21	3	63	2.0	0
6	1	22	2.0	0
33	2	266	2.0	0
327	0	9	2.0	0
0	16	80	2.0	0
289	0	268	2.0	0
3017	8	89	2.0	1
43	12	499	2.0	0
141	0	5093	2.0	0
49	32	4592	2.0	1
6	3	347	2.0	0
170	0	2558	2.0	0
933	22	912	2.0	0
13	0	0	2.0	0
153	2	180	2.0	0
2937	7	211	2.0	1
138	0	1590	2.0	0
584	2	2	2.0	0
4	1	212	2.0	0
82	0	1004	2.0	0
180	13	310	2.0	0
234	7	1543	2.0	1
6	4	63	2.0	1
0	12	10	2.0	0
4796	18	548	2.0	1
673	33	3	2.0	1
141	29	7	2.0	0
3	8	294	2.0	1
482	10	1214	2.0	0
19	18	17	2.0	1
2588	0	1184	2.0	0
22	4	6	2.0	1
6	5	22	2.0	0
22	1	21	2.0	0
19	9	17	2.0	1
122	7	46	2.0	1
247	1	51	2.0	0
154	10	56	2.0	0
64	11	4064	2.0	0
1878	2	2802	2.0	0
293	0	1	3.0	0
2172	24	43	3.0	0
1058	2	856	3.0	0
1975	4	66	3.0	1
86	0	108	3.0	0
262	0	10	3.0	0
6	3	22	3.0	0
362	6	211	3.0	0
43	5	57	3.0	0
66	5	1975	3.0	0
22	1	6	3.0	0
6	1	22	3.0	0
413	0	9	3.0	0
7	26	11	3.0	1
275	26	3	3.0	1
2521	1	4910	3.0	0
31	2	18	3.0	0
467	12	9	3.0	0
310	2	153	3.0	0
1058	0	856	3.0	0
206	0	14	3.0	0
6	4	63	3.0	1
9	12	467	3.0	0
22	12	6	3.0	0
3	2	1178	3.0	0
54	21	187	3.0	1
127	24	64	3.0	0
2	2	467	3.0	0
78	10	446	3.0	0
1178	8	3	3.0	1
635	0	9	3.0	0
1878	2	2802	3.0	0
141	9	7	3.0	1
668	0	1420	3.0	0
6107	2	3	3.0	0
183	1	1042	3.0	0
4910	1	2521	3.0	0
25	16	924	3.0	0
211	3	46	3.0	0
658	6	265	3.0	0
33	20	40	3.0	1
99	22	290	3.0	0
4593	0	230	3.0	0
57	4	43	3.0	1
63	5	6	3.0	0
182	23	112	3.0	1
105	19	48	3.0	1
39	32	57	3.0	1
48	19	105	3.0	1
310	2	180	3.0	0
2	8	106	3.0	1
7	20	11	3.0	1
4536	0	138	3.0	0
104	11	1396	3.0	0
1980	0	36	3.0	0
413	2	252	3.0	0
157	0	931	3.0	0
1502	8	138	3.0	1
3486	0	1138	3.0	0
182	4	43	3.0	1
206	0	1	3.0	0
830	4	15	3.0	1
833	2	2958	3.0	0
5	5	59	3.0	0
47	20	3	3.0	1
127	31	64	3.0	0
11	16	7	3.0	0
22	1	21	3.0	0
19	2	17	3.0	0
7	2	11	3.0	0
3499	11	56	3.0	0
21	1	22	3.0	0
2915	4	232	3.0	1
76	29	2	3.0	0
141	0	11	3.0	0
1	1	130	3.0	0
702	7	48	3.0	1
1058	0	36	3.0	0
14	0	1	3.0	0
488	0	0	3.0	0
3	8	47	3.0	1
82	0	1495	3.0	0
209	18	18	3.0	1
484	3	1	3.0	0
1182	0	2255	3.0	0
76	0	9	3.0	0
100	3	18	3.0	0
173	0	37	3.0	0
19	11	151	3.0	0
9	2	194	3.0	0
924	18	834	3.0	1
7	16	11	3.0	0
3007	0	120	3.0	0
37	1	43	3.0	0
25	8	89	3.0	1
6	12	22	3.0	0
141	16	7	3.0	0
0	26	57	3.0	1
31	26	65	3.0	1
4976	0	843	3.0	0
256	1	41	3.0	0
604	0	1521	3.0	0
1042	1	183	3.0	0
6959	0	1366	3.0	0
493	20	156	3.0	1
15	5	830	3.0	0
9	2	467	3.0	0
117	0	377	3.0	0
143	0	20	3.0	0
446	11	78	3.0	0
188	6	3	3.0	0
1257	7	528	3.0	1
222	6	599	3.0	0
5366	0	3879	3.0	0
43	5	182	3.0	0
99	24	389	3.0	0
45	0	143	3.0	0
64	11	127	3.0	0
100	0	18	3.0	0
130	1	1	3.0	0
59	4	5	3.0	1
233	9	219	3.0	1
43	1	37	3.0	0
100	24	406	3.0	0
232	5	2915	3.0	0
41	1	256	3.0	0
2	2	9	3.0	0
1	22	1004	3.0	0
2003	32	0	3.0	1
33	2	266	3.0	0
1500	7	1	3.0	1
1396	11	104	3.0	0
3872	13	3984	3.0	0
19	6	17	3.0	0
1798	9	61	3.0	1
242	25	628	3.0	0
122	0	61	4.0	0
7	8	11	4.0	1
0	1	10	4.0	0
3633	11	3924	4.0	0
57	0	3744	4.0	0
1436	0	6	4.0	0
1042	10	563	4.0	0
1	5	1230	4.0	0
1000	10	1250	4.0	0
3354	10	180	4.0	0
1230	4	1	4.0	1
1	5	626	4.0	0
127	24	64	4.0	0
34	1	153	4.0	0
153	1	34	4.0	0
362	6	211	4.0	0
668	0	5744	4.0	0
19	6	17	4.0	0
1715	0	552	4.0	0
182	23	112	4.0	1
733	0	1042	4.0	0
201	3	671	4.0	0
100	24	406	4.0	0
486	0	559	4.0	0
10	1	0	4.0	0
99	22	290	4.0	0
7	2	11	4.0	0
22	1	6	4.0	0
3	20	4218	4.0	1
247	0	182	4.0	0
394	2	389	4.0	0
317	3	43	4.0	0
484	3	1	4.0	0
362	20	211	4.0	1
510	0	8	4.0	0
3633	11	1041	4.0	0
658	6	1431	4.0	0
15	11	254	4.0	0
47	8	1629	4.0	1
2230	1	2745	4.0	0
416	1	1	4.0	0
141	16	7	4.0	0
187	24	6	4.0	0
44	20	4218	4.0	1
549	25	180	4.0	0
256	15	334	4.0	0
408	10	24	4.0	0
12	3	6	4.0	0
6	12	22	4.0	0
82	6	1002	4.0	0
7	20	11	4.0	1
64	7	1657	4.0	1
347	1	6	4.0	0
3648	2	2584	4.0	0
6	4	63	4.0	1
42	0	8	4.0	0
127	31	64	4.0	0
490	0	117	4.0	0
2745	1	2230	4.0	0
233	0	64	4.0	0
62	0	334	4.0	0
22	12	6	4.0	0
1042	10	6098	4.0	0
389	6	99	4.0	0
63	5	201	4.0	0
12	4	1	4.0	1
180	10	457	4.0	0
3313	0	114	4.0	0
1	1	416	4.0	0
349	24	825	4.0	0
112	1	8	4.0	0
2008	2	2476	4.0	0
1476	0	24	4.0	0
6	1	22	4.0	0
457	10	180	4.0	0
310	2	180	4.0	0
4617	0	360	4.0	0
63	5	6	4.0	0
4195	9	321	4.0	1
250	0	6171	4.0	0
117	0	377	4.0	0
24	11	254	4.0	0
1398	1	1	4.0	0
57	3	43	4.0	0
347	12	6	4.0	0
317	3	111	4.0	0
2799	11	127	4.0	0
3648	0	3354	4.0	0
8	1	112	4.0	0
552	8	278	4.0	1
47	26	3	4.0	1
6	3	12	4.0	0
1	5	12	4.0	0
6	1	347	4.0	0
3938	24	80	4.0	0
171	19	62	4.0	1
207	0	1	4.0	0
1398	0	207	4.0	0
1	1	1398	4.0	0
727	7	404	4.0	1
421	0	114	4.0	0
54	21	187	4.0	1
626	4	1	4.0	1
160	8	3	4.0	1
82	6	3827	4.0	0
5040	0	791	4.0	0
407	10	563	4.0	0
1476	0	15	4.0	0
548	0	3217	4.0	0
201	4	63	4.0	1
58	8	2814	4.0	1
31	8	406	4.0	1
62	19	171	4.0	1
141	2	11	4.0	0
6	12	347	4.0	0
3884	0	552	4.0	0
759	1	3883	5.0	0
86	0	45	5.0	0
57	3	43	5.0	0
1398	1	14	5.0	0
1337	2	436	5.0	0
6	4	63	5.0	1
1701	29	99	5.0	0
195	0	204	5.0	0
380	0	1194	5.0	0
2187	0	1	5.0	0
6	1	22	5.0	0
18	29	31	5.0	0
601	4	49	5.0	1
11	16	7	5.0	0
537	0	7	5.0	0
74	6	3903	5.0	0
1751	0	2429	5.0	0
5	5	969	5.0	0
457	9	3500	5.0	1
796	10	117	5.0	0
22	1	21	5.0	0
3883	1	759	5.0	0
6	0	1	5.0	0
43	5	111	5.0	0
549	10	180	5.0	0
431	1	160	5.0	0
171	19	62	5.0	1
942	10	1969	5.0	0
286	5	21	5.0	0
218	0	4595	5.0	0
141	9	7	5.0	1
207	0	1	5.0	0
1209	0	1	5.0	0
244	0	2182	5.0	0
6600	2	180	5.0	0
19	18	151	5.0	1
3	3	47	5.0	0
8	0	272	5.0	0
7	26	11	5.0	1
400	10	87	5.0	0
160	1	431	5.0	0
19	6	17	5.0	0
49	5	601	5.0	0
62	19	171	5.0	1
21	1	22	5.0	0
468	0	139	5.0	0
484	3	1	5.0	0
19	3	17	5.0	0
484	4	1	5.0	1
3	9	1178	5.0	1
529	8	1701	5.0	1
256	15	5	5.0	0
11	8	7	5.0	1
639	0	15	5.0	0
537	8	7	5.0	1
554	0	56	5.0	0
124	2	164	5.0	0
87	10	400	5.0	0
29	6	81	5.0	0
111	16	10	5.0	0
63	5	6	5.0	0
45	0	86	5.0	0
554	3	3	5.0	0
1398	4	1	5.0	1
262	28	3	5.0	0
74	6	81	5.0	0
969	4	5	5.0	1
5	15	256	5.0	0
3074	14	107	5.0	0
1398	0	1	5.0	0
14	1	1398	5.0	0
1	5	484	5.0	0
44	14	3	5.0	0
6	7	57	5.0	1
111	4	43	5.0	1
246	6	155	5.0	0
145	3	57	5.0	0
1	5	1398	5.0	0
127	31	64	5.0	0
1194	0	380	5.0	0
22	1	6	5.0	0
45	18	279	5.0	1
45	30	108	5.0	0
6	0	22	5.0	0
62	29	5	5.0	0
489	21	777	5.0	1
614	20	1	5.0	1
38	3	264	5.0	0
6864	3	264	5.0	0
14	0	1	5.0	0
12	3	6	5.0	0
212	0	6	5.0	0
7	16	11	5.0	0
21	4	286	5.0	1
2619	1	75	5.0	0
872	21	275	5.0	1
594	0	1923	5.0	0
117	10	796	5.0	0
64	30	1214	5.0	0
1523	0	34	5.0	0
1610	11	3	5.0	0
6	3	12	5.0	0
75	1	2619	5.0	0
6721	0	211	5.0	0
115	2	783	6.0	0
2	2	467	6.0	0
4195	9	321	6.0	1
6	3	12	6.0	0
3	9	44	6.0	1
58	5	20	6.0	0
180	20	457	6.0	1
18	6	31	6.0	0
37	20	57	6.0	1
19	18	17	6.0	1
16	9	36	6.0	1
719	10	243	6.0	0
57	3	37	6.0	0
39	27	461	6.0	0
1502	0	138	6.0	0
487	12	6	6.0	0
989	14	180	6.0	0
7	13	11	6.0	0
335	17	29	6.0	0
42	12	8	6.0	0
363	20	544	6.0	1
14	0	1	6.0	0
247	20	57	6.0	1
147	7	130	6.0	1
614	20	1	6.0	1
1668	0	114	6.0	0
63	5	6	6.0	0
57	5	145	6.0	0
153	3	310	6.0	0
20	12	543	6.0	0
287	0	6	6.0	0
1541	0	543	6.0	0
153	2	382	6.0	0
21	20	1	6.0	1
9	33	2	6.0	1
31	8	1827	6.0	1
37	7	57	6.0	1
477	7	1511	6.0	1
205	0	9	6.0	0
22	12	21	6.0	0
354	18	1191	6.0	1
19	11	184	6.0	0
112	26	7	6.0	1
377	10	117	6.0	0
4654	3	1629	6.0	0
184	10	19	6.0	0
22	12	6	6.0	0
83	11	254	6.0	0
11	13	7	6.0	0
320	2	3	6.0	0
142	8	6	6.0	1
145	4	57	6.0	1
801	0	355	6.0	0
13	1	2959	6.0	0
317	2	5	6.0	0
21	12	22	6.0	0
21	0	1	6.0	0
14	0	1398	6.0	0
190	0	118	6.0	0
4570	8	1715	6.0	1
1037	0	35	6.0	0
19	6	184	6.0	0
182	8	386	6.0	1
942	10	1969	6.0	0
1293	2	156	6.0	0
461	27	39	6.0	0
237	18	955	6.0	1
19	3	17	6.0	0
403	3	222	6.0	0
0	13	80	6.0	0
144	7	14	6.0	1
1800	7	244	6.0	1
2027	1	38	6.0	0
471	2	878	6.0	0
93	6	92	6.0	0
3	10	1759	6.0	0
153	20	310	6.0	1
596	2	1325	6.0	0
290	2	2331	6.0	0
1468	2	3	6.0	0
145	0	37	6.0	0
1245	18	6220	6.0	1
76	0	326	6.0	0
125	14	1532	6.0	0
129	21	918	6.0	1
5121	0	190	6.0	0
3	9	1470	6.0	1
153	7	180	6.0	1
74	6	3903	6.0	0
115	0	36	6.0	0
457	9	310	6.0	1
4438	0	112	6.0	0
6	12	22	6.0	0
719	10	242	6.0	0
29	6	81	6.0	0
130	19	72	6.0	1
10	8	27	6.0	1
42	2	8	6.0	0
361	2	5	6.0	0
3	9	320	6.0	1
32	6	16	6.0	0
8	12	42	6.0	0
1885	11	180	6.0	0
543	3	20	6.0	0
9	8	48	6.0	1
861	3	9	6.0	0
215	9	125	6.0	1
38	2	1433	6.0	0
484	3	1	6.0	0
253	0	719	6.0	0
153	9	310	6.0	1
72	19	130	6.0	1
97	0	1363	6.0	0
142	0	1	6.0	0
10	26	8	6.0	1
1	5	257	6.0	0
940	0	112	6.0	0
206	3	1	6.0	0
74	6	81	6.0	0
1398	7	1	6.0	1
32	18	581	6.0	1
1681	11	19	6.0	0
1579	2	31	6.0	0
142	2	21	6.0	0
4988	9	6087	6.0	1
1813	7	457	6.0	1
498	2	2	6.0	0
936	0	353	6.0	0
1316	18	1191	6.0	1
3471	2	731	6.0	0
202	3	1	6.0	0
57	13	37	6.0	0
2327	28	751	6.0	0
12	3	6	6.0	0
493	20	156	6.0	1
709	13	551	6.0	0
115	4	175	6.0	1
6	3	22	6.0	0
6568	0	165	6.0	0
257	4	1	6.0	1
20	4	58	6.0	1
1379	0	1194	6.0	0
646	3	583	6.0	0
56	23	3	6.0	1
14	22	1	6.0	0
1	5	130	6.0	0
551	13	709	6.0	0
2	2	9	6.0	0
44	1	1248	6.0	0
1248	1	44	6.0	0
6	0	1	6.0	0
80	13	0	6.0	0
1541	3	20	6.0	0
145	27	37	6.0	0
933	0	912	6.0	0
1681	32	19	6.0	1
9	2	467	6.0	0
21	14	22	6.0	0
38	1	2027	6.0	0
2262	2	55	6.0	0
225	6	177	6.0	0
6186	0	6708	6.0	0
2	8	52	6.0	1
206	2	484	6.0	0
3322	0	34	6.0	0
758	0	9	6.0	0
823	21	1384	6.0	1
4962	0	153	6.0	0
3471	2	2327	6.0	0
6	4	63	6.0	1
335	17	218	6.0	0
206	3	484	6.0	0
140	25	812	6.0	0
6	0	22	6.0	0
4654	3	361	6.0	0
552	21	80	6.0	1
37	27	145	6.0	0
6	12	487	6.0	0
1646	0	921	6.0	0
6	14	22	6.0	0
1324	1	206	6.0	0
19	20	17	6.0	1
145	3	37	6.0	0
376	9	72	6.0	1
830	7	161	6.0	1
147	7	202	6.0	1
182	0	386	6.0	0
218	17	335	6.0	0
2959	1	13	6.0	0
218	0	1219	6.0	0
457	2	310	6.0	0
543	12	20	6.0	0
493	14	156	6.0	0
3471	2	751	6.0	0
130	4	1	6.0	1
226	0	24	6.0	0
117	10	377	6.0	0
115	3	175	6.0	0
3	9	676	6.0	1
45	6	279	6.0	0
189	9	16	6.0	1
0	0	5	6.0	0
153	2	310	6.0	0
17	10	19	6.0	0
545	0	383	6.0	0
29	17	335	6.0	0
175	5	115	6.0	0
205	13	2	6.0	0
206	1	1324	6.0	0
170	21	172	6.0	1
31	26	65	6.0	1
145	3	57	6.0	0
37	13	57	6.0	0
583	3	646	6.0	0
475	3	18	7.0	0
646	3	583	7.0	0
62	29	5	7.0	0
8	11	87	7.0	0
57	13	37	7.0	0
37	0	57	7.0	0
446	11	78	7.0	0
4570	8	1715	7.0	1
310	2	180	7.0	0
1610	11	3	7.0	0
102	2	554	7.0	0
255	6	16	7.0	0
4617	0	360	7.0	0
1023	0	126	7.0	0
59	7	8	7.0	1
1061	4	353	7.0	1
202	3	429	7.0	0
44	2	1248	7.0	0
31	8	100	7.0	1
63	5	6	7.0	0
1	5	1398	7.0	0
18	6	31	7.0	0
59	1	42	7.0	0
583	3	646	7.0	0
248	0	1195	7.0	0
44	30	3	7.0	0
52	28	309	7.0	0
14	1	836	7.0	0
936	0	2780	7.0	0
1222	1	1248	7.0	0
115	3	16	7.0	0
2219	10	140	7.0	0
86	0	322	7.0	0
1867	0	292	7.0	0
59	19	42	7.0	1
484	0	1	7.0	0
248	0	1	7.0	0
1041	7	1517	7.0	1
1	5	484	7.0	0
149	0	5239	7.0	0
1209	0	1	7.0	0
1751	2	1910	7.0	0
42	1	59	7.0	0
42	2	8	7.0	0
48	13	2	7.0	0
12	3	6	7.0	0
2	8	9	7.0	1
2111	6	16	7.0	0
2	2	90	7.0	0
34	3	1	7.0	0
1398	4	1	7.0	1
477	14	6877	7.0	0
143	2	2176	7.0	0
153	3	310	7.0	0
202	3	1	7.0	0
6422	18	559	7.0	1
165	14	16	7.0	0
6	0	1	7.0	0
2428	10	3386	7.0	0
154	10	3	7.0	0
295	4	10	7.0	1
1041	1	153	7.0	0
142	3	1	7.0	0
2	28	52	7.0	0
501	1	150	7.0	0
1	16	8	7.0	0
484	1	14	7.0	0
141	26	11	7.0	1
836	1	14	7.0	0
873	10	8	7.0	0
12	3	21	7.0	0
57	5	145	7.0	0
10	5	295	7.0	0
233	9	53	7.0	1
185	1	329	7.0	0
37	13	57	7.0	0
245	9	82	7.0	1
287	0	6	7.0	0
145	4	57	7.0	1
6	4	63	7.0	1
12	1	6	7.0	0
429	2	14	7.0	0
99	23	389	7.0	1
484	4	1	7.0	1
93	6	92	7.0	0
19	2	17	7.0	0
141	2	60	7.0	0
253	6	628	7.0	0
16	2	36	7.0	0
484	7	1	7.0	1
123	3	51	7.0	0
264	2	757	7.0	0
833	2	2958	7.0	0
2034	13	5065	7.0	0
13	1	289	7.0	0
21	3	12	7.0	0
1813	7	457	7.0	1
3808	33	2834	7.0	1
6764	3	751	7.0	0
3170	11	313	7.0	0
2078	0	594	7.0	0
3201	0	731	7.0	0
164	1	47	7.0	0
354	0	1	7.0	0
324	8	9	7.0	1
47	29	5	7.0	0
15	29	161	7.0	0
156	2	493	7.0	0
289	1	13	7.0	0
316	13	1	7.0	0
1248	1	1222	7.0	0
149	0	86	7.0	0
2959	1	13	7.0	0
437	1	610	7.0	0
2589	0	1195	7.0	0
290	1	529	7.0	0
57	1	145	7.0	0
4	7	145	7.0	1
649	3	1	7.0	0
129	21	918	7.0	1
1579	0	100	7.0	0
933	0	912	7.0	0
529	1	290	7.0	0
42	0	8	7.0	0
145	0	37	7.0	0
3374	2	31	7.0	0
74	6	81	7.0	0
142	0	1	7.0	0
6	15	12	7.0	0
1579	2	31	7.0	0
457	9	310	7.0	1
329	1	185	7.0	0
78	10	446	7.0	0
253	6	1083	7.0	0
22	20	2290	7.0	1
353	5	1061	7.0	0
202	16	1	7.0	0
3452	8	310	7.0	1
62	9	0	7.0	1
473	0	330	7.0	0
922	6	146	7.0	0
145	1	57	7.0	0
93	6	511	7.0	0
47	1	164	7.0	0
6	3	12	7.0	0
106	6	2	7.0	0
31	10	100	7.0	0
477	0	5439	7.0	0
42	19	59	7.0	1
31	3	18	7.0	0
1980	23	16	7.0	1
361	2	317	7.0	0
1439	6	5659	7.0	0
719	10	242	7.0	0
640	0	145	7.0	0
13	1	2959	7.0	0
131	0	72	7.0	0
968	4	15	7.0	1
286	0	61	7.0	0
1003	9	155	7.0	1
103	8	64	7.0	1
1346	1	14	7.0	0
224	0	120	7.0	0
2176	0	20	7.0	0
324	2	9	7.0	0
362	6	211	7.0	0
166	6	121	7.0	0
44	14	10	7.0	0
10	26	8	7.0	1
580	2	4051	7.0	0
6	1	12	7.0	0
1248	1	44	7.0	0
19	6	17	7.0	0
153	1	1041	7.0	0
14	7	67	7.0	1
5863	26	4223	7.0	1
15	5	968	7.0	0
482	10	64	7.0	0
14	0	1	7.0	0
150	1	501	7.0	0
57	3	37	7.0	0
361	2	5	7.0	0
47	7	5	7.0	1
812	21	140	7.0	1
14	1	1346	7.0	0
57	1	37	7.0	0
14	1	484	7.0	0
7052	2	1150	7.0	0
44	1	1248	7.0	0
628	10	49	7.0	0
142	2	21	7.0	0
610	1	437	7.0	0
319	0	48	7.0	0
2	9	9	7.0	1
19	18	17	7.0	1
457	9	3500	7.0	1
19	3	17	7.0	0
2179	8	404	7.0	1
1	5	836	7.0	0
1922	2	2978	7.0	0
12	15	6	7.0	0
1966	0	391	7.0	0
2	29	9	7.0	0
37	1	57	7.0	0
1	16	202	7.0	0
16	10	32	7.0	0
180	10	1801	7.0	0
836	4	1	7.0	1
18	29	31	7.0	0
8	11	873	7.0	0
640	0	37	7.0	0
166	18	121	8.0	1
63	5	21	8.0	0
248	4	1	8.0	1
57	13	37	8.0	0
1	5	836	8.0	0
1	5	248	8.0	0
1	5	484	8.0	0
311	3	3	8.0	0
1248	1	1222	8.0	0
224	0	120	8.0	0
0	16	7	8.0	0
36	18	581	8.0	1
146	8	922	8.0	1
45	6	279	8.0	0
14	1	484	8.0	0
423	3	20	8.0	0
639	0	5624	8.0	0
2660	10	247	8.0	0
186	13	3053	8.0	0
37	13	57	8.0	0
3854	0	218	8.0	0
31	20	475	8.0	1
461	1	6	8.0	0
2215	0	714	8.0	0
52	8	2	8.0	1
136	1	3440	8.0	0
17	23	19	8.0	1
39	4	10	8.0	1
19	9	17	8.0	1
592	7	67	8.0	1
453	20	81	8.0	1
59	2	42	8.0	0
461	0	6	8.0	0
31	3	18	8.0	0
1541	3	20	8.0	0
11	7	141	8.0	1
2219	10	140	8.0	0
8	12	4	8.0	0
3354	10	180	8.0	0
591	7	1085	8.0	1
44	6	3	8.0	0
3	15	616	8.0	0
42	19	59	8.0	1
842	3	44	8.0	0
6	4	63	8.0	1
146	10	425	8.0	0
10	6	1342	8.0	0
861	0	467	8.0	0
38	13	6	8.0	0
11	0	7	8.0	0
484	1	206	8.0	0
434	0	9	8.0	0
76	2	2	8.0	0
974	0	717	8.0	0
206	0	1	8.0	0
3860	7	2577	8.0	1
3351	0	1138	8.0	0
149	0	5239	8.0	0
208	1	4494	8.0	0
614	1	10	8.0	0
87	10	8	8.0	0
484	0	1	8.0	0
1603	7	476	8.0	1
129	21	918	8.0	1
58	16	202	8.0	0
383	10	821	8.0	0
63	5	6	8.0	0
475	3	18	8.0	0
10	7	864	8.0	1
59	19	42	8.0	1
4494	1	208	8.0	0
233	6	896	8.0	0
758	0	52	8.0	0
1222	1	1248	8.0	0
1566	26	0	8.0	1
991	2	3	8.0	0
264	5	836	8.0	0
4	12	8	8.0	0
19	18	151	8.0	1
1233	3	58	8.0	0
8	7	1	8.0	1
836	4	1	8.0	1
484	4	1	8.0	1
57	5	145	8.0	0
2215	24	1585	8.0	0
57	12	1903	8.0	0
105	1	783	8.0	0
247	11	2660	8.0	0
53	0	287	8.0	0
311	3	188	8.0	0
1966	0	391	8.0	0
974	1	717	8.0	0
615	0	1185	8.0	0
2	9	9	8.0	1
3053	13	186	8.0	0
4	7	35	8.0	1
